tempo,zcr_mean,zcr_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,genre
123.046875,0.08304482066898686,0.027693783681433826,0.13018432,0.053182516,1784.1226412753101,360.20200501843135,2002.4124072733878,292.9751020236873,3805.7230301080335,949.3434134740136,-113.59882,50.688946,121.57067,17.200207,-19.162262,15.348761,42.363937,12.289782,-6.362266,12.961207,18.621931,9.443115,-13.699734,8.22211,15.339802,8.306714,-12.274304,9.067516,10.970946,7.959054,-8.326061,7.859071,8.802088,7.161058,-3.6699414,6.419961,0.36224276,0.32703272,0.36781746,0.28595412,0.43983454,0.3161549,0.24469179,0.21129806,0.24786203,0.25625783,0.33561617,0.289003,0.36461842,0.27721474,0.43568373,0.3461249,0.29598567,0.25373966,0.3150805,0.2806087,0.40700847,0.33296338,0.38510048,0.29269004,blues
107.666015625,0.05603980870552978,0.03804630719740175,0.09590782,0.048710573,1530.2617669893777,613.1194898044935,2038.9876082704006,462.49876020502285,3550.7136156830047,1725.7783473036059,-207.52383,88.142525,123.98514,23.66249,8.947019,23.923552,35.86715,16.270117,2.9095948,16.732485,21.519472,12.504671,-8.556512,14.170464,23.370676,11.940147,-10.103608,12.888547,11.899242,10.215539,-5.558824,10.254578,5.3778763,9.808391,-2.2344918,8.054382,0.46004057,0.37759417,0.35018247,0.29700685,0.32080668,0.30832592,0.2114715,0.22876176,0.20078862,0.20899563,0.3307943,0.310932,0.3973787,0.28252512,0.56035525,0.36681277,0.38417906,0.29529417,0.255326,0.23318575,0.28477603,0.27902687,0.33409366,0.269174,blues
161.4990234375,0.07629120746326373,0.031730570099435376,0.17547321,0.052448623,1552.8324814348227,395.56416787159077,1747.7540868495225,276.21624390702624,3042.4101154654873,885.5116455461281,-90.757164,57.6011,140.44087,22.55784,-29.084547,20.29937,31.686691,11.998092,-13.976547,12.476432,25.753752,8.625063,-13.66499,10.336393,11.634442,10.320866,-11.778322,8.09211,9.714756,8.236647,-13.125314,7.5942054,5.7912464,8.030863,-8.901968,7.771137,0.27290025,0.21146189,0.19595265,0.18091682,0.31516558,0.27153027,0.40798604,0.2712822,0.5468202,0.350186,0.32169855,0.23575269,0.3046568,0.24183124,0.28840375,0.25139844,0.33415207,0.24727523,0.4018187,0.33311367,0.38438973,0.2514998,0.5885084,0.3529999,blues
172.265625,0.03330886262567672,0.020561103742135052,0.14104027,0.07967184,1070.1534175250663,429.3786317904827,1596.4225644535766,408.10763806063386,2184.8790286035382,1221.9156472279285,-199.57513,74.2177,150.08612,21.361393,5.663404,16.034643,26.855278,12.584162,1.7700713,16.369904,14.232647,11.26088,-4.827845,12.487864,9.286853,9.015004,-0.75612015,9.607383,8.134435,8.448777,-3.200026,10.500921,6.078081,6.9436674,-2.478445,7.535,0.3413715,0.25026867,0.40862334,0.23716053,0.52431893,0.3261735,0.5470129,0.3034656,0.6570751,0.34500518,0.51152325,0.3033813,0.3555539,0.23165572,0.25161335,0.1993842,0.24627054,0.21507491,0.3151113,0.29374436,0.31657925,0.28098997,0.38319874,0.33725694,blues
135.99917763157896,0.10146053871809745,0.04420548271538123,0.09150122,0.048013385,1835.12851277257,585.8749830350521,1748.4107584538087,297.28556049326386,3579.9574708164155,1253.928346818156,-160.35417,72.10481,126.20948,29.210808,-35.581394,18.27655,22.139256,13.919527,-32.47355,18.341904,10.850702,11.613141,-23.35007,9.658858,0.4932492,11.168416,-11.796539,11.400675,1.2035192,9.9858465,-13.084959,8.957855,-2.8104994,9.297123,-6.9344707,9.462997,0.19260488,0.19528456,0.3172667,0.32180667,0.3920222,0.31211627,0.25582698,0.27452272,0.19266362,0.17918569,0.53022087,0.36240062,0.25377947,0.20737357,0.13912138,0.17709963,0.27642432,0.3034099,0.32432687,0.23358323,0.5551238,0.35583645,0.27293077,0.21841824,blues
112.34714673913044,0.09404153373936582,0.07895058970522166,0.103452876,0.063096456,1832.0115969728529,1015.1274949259331,1729.5808044661662,449.27282802016987,3481.4676306917054,1809.5265116114597,-177.80174,85.48365,118.20316,56.52615,-17.57063,25.575533,30.760931,22.038372,-21.742552,20.815298,11.919263,16.321997,-20.734299,13.027126,3.1852882,11.563018,-8.580818,13.123481,-0.9328852,10.006048,-11.772245,8.7495575,-2.408764,8.877085,-9.348446,8.950292,0.23832275,0.2891398,0.30023742,0.21435262,0.6171865,0.3830531,0.23574105,0.16459557,0.123987146,0.13728349,0.24376851,0.27665424,0.27965125,0.2568613,0.41129273,0.3363821,0.24398585,0.23522586,0.28553325,0.2815078,0.28433686,0.28467026,0.3662191,0.30615556,blues
123.046875,0.07305223740815932,0.04369405757996276,0.14175196,0.09371273,1459.4696908114731,661.8345705707311,1389.068445556609,430.2979447183728,2795.910729498985,1273.3843919480398,-190.0688,98.25145,130.27023,43.9739,-36.362114,36.152878,33.036213,21.913311,11.093892,32.90848,-0.5918819,16.736532,-20.890266,12.315981,0.27844253,10.141663,-6.496385,11.449826,-5.5127354,12.385571,-7.847404,9.3544855,-3.1243007,8.013118,-6.6028214,8.896452,0.4255131,0.36575443,0.22324337,0.24727173,0.13134769,0.18750924,0.15259741,0.21854383,0.24195795,0.21682908,0.49116912,0.3852288,0.24550842,0.24419951,0.16911274,0.1935764,0.28835592,0.29617485,0.46184447,0.35324323,0.35927588,0.33299354,0.30718598,0.27060518,blues
92.28515625,0.061442246108855375,0.04299786357871877,0.13176751,0.074376956,1451.859413795751,670.5234080387489,1577.5671157628296,410.1190064204983,2955.3197165929523,1276.5411918238867,-179.3723,81.07715,136.44833,38.458363,-26.662588,24.314785,39.96545,18.7991,5.3108945,25.496857,10.919133,11.674244,-20.559534,12.794263,8.503361,12.299772,-11.349764,13.111818,-3.4705548,13.350184,-8.415842,12.147464,-6.957211,9.149783,-3.5460427,9.657396,0.25935683,0.2499294,0.2641216,0.29879445,0.32535812,0.306376,0.21773879,0.2671559,0.21527721,0.2556287,0.29576188,0.28996816,0.19005175,0.2144635,0.18074942,0.23962449,0.26434106,0.28048322,0.3904735,0.26972815,0.6486377,0.35076207,0.43659076,0.27765802,blues
83.35433467741936,0.06402488761600927,0.027045919171916347,0.14232728,0.038770076,1719.4633657271252,404.11438129424437,2031.8293659117528,324.90910152458673,3782.441190998405,1123.8258620667884,-121.38979,51.182755,122.49833,20.360193,-14.734729,18.47225,46.122135,13.92542,-8.179258,13.3069935,20.172466,10.341514,-19.171894,7.593371,23.036839,8.783775,-11.832729,6.524472,21.154655,7.6714864,-6.7227974,6.9941754,6.989505,7.5189896,-12.730549,7.8707085,0.31967533,0.22998275,0.304487,0.23193553,0.3666152,0.28906617,0.42213306,0.27487123,0.52381086,0.35097998,0.45111877,0.29998118,0.49344286,0.32780978,0.352753,0.25690058,0.38013816,0.26482758,0.46170616,0.3072032,0.36635974,0.26219133,0.46471515,0.31251025,blues
129.19921875,0.07917482356921887,0.03711682977865272,0.08128055,0.06592554,1817.2305900912734,546.0232819290533,1973.7920387617448,337.84633270291323,3943.8319655416185,1169.0955250840677,-213.26424,78.3133,115.16476,28.253563,-11.69817,25.866669,39.015358,18.73323,-20.34833,23.065073,13.082702,16.680668,-9.1827,11.24508,9.017152,8.244039,-14.104312,10.492645,4.2712545,9.623029,-6.0507803,9.211915,3.7858355,10.2183,0.22263543,8.737599,0.24824716,0.2958844,0.2731547,0.29280072,0.48851198,0.3911628,0.26800475,0.24314365,0.1797184,0.21090652,0.26772544,0.3283173,0.22258572,0.21772783,0.4153511,0.38119644,0.27268857,0.2647293,0.1811754,0.21712852,0.22990084,0.3068211,0.24054767,0.27570993,blues
